Tiempo de ejecucion total: 3.45872e+008 ns
Nodo_Origen;Nodo_Destino;Peso_Del_Camino
216;54;-587.527
216;55;-508.787
216;70;-137.493
216;71;-31.1101
216;161;-483.324
216;162;-528.586
216;163;-472.082
216;164;-489.739
216;169;-86.4877
216;180;-421.022
216;181;-287.689
216;182;-459.812
216;184;-26.2467
216;186;-446.287
216;187;-501.314
216;189;-427.239
216;192;-394.772
216;206;-301.314
216;208;-14.6628
216;213;-229.885
216;216;0
217;70;-181.31
217;71;-74.9269
217;170;-86.9565
217;208;-58.4795
217;217;0
218;3;-244.108
218;8;-92.5926
218;9;-42.3729
218;218;0
219;3;-294.869
219;8;-143.354
219;9;-93.1343
219;218;-50.7614
219;219;0
220;3;-403.129
220;8;-251.614
220;9;-201.394
220;167;-96.1539
220;218;-159.021
220;219;-108.26
220;220;0
221;3;-298.028
221;8;-146.513
221;9;-96.2929
221;218;-53.92
221;219;-3.15856
221;221;0
222;222;0
223;223;0
224;224;0
225;224;-133.333
225;225;0
226;224;-185.965
226;225;-52.6316
226;226;0
227;224;-184.721
227;227;0
228;224;-280.875
228;227;-96.1539
228;228;0
229;224;-346.011
229;227;-161.29
229;229;0
230;9;-135.135
230;224;-229.825
230;225;-96.4912
230;226;-43.8597
230;230;0
231;224;-260.478
231;227;-75.7576
231;231;0
232;224;-593.375
232;227;-408.654
232;228;-312.5
232;231;-42.1941
232;232;0
233;224;-583.905
233;227;-399.184
233;228;-303.03
233;231;-30.1205
233;233;0
234;222;-112.36
234;224;-390.765
234;227;-206.044
234;228;-109.89
234;234;0
235;222;-177.719
235;224;-456.124
235;227;-271.403
235;228;-175.25
235;231;-50
235;234;-65.3595
235;235;0
236;222;-250
236;224;-312.025
236;227;-127.304
236;231;-51.5464
236;236;0
237;222;-33.4448
237;224;-379.568
237;227;-194.847
237;229;-33.557
237;231;-50
237;237;0
238;3;-345.89
238;8;-194.374
238;9;-144.155
238;218;-101.782
238;219;-51.0204
238;238;0
239;3;-419.419
239;8;-267.904
239;9;-217.684
239;218;-175.311
239;219;-124.55
239;238;-73.5294
239;239;0
240;3;-535.698
240;8;-384.183
240;9;-333.963
240;218;-291.59
240;219;-240.829
240;238;-189.809
240;239;-116.279
240;240;0
241;3;-540.622
241;8;-389.107
241;9;-338.887
241;218;-296.514
241;219;-245.753
241;238;-194.732
241;239;-121.203
241;240;-4.92368
241;241;0
242;3;-573.625
242;8;-422.11
242;9;-371.89
242;218;-329.517
242;219;-278.756
242;238;-227.735
242;239;-154.206
242;240;-37.927
242;241;-33.0033
242;242;0
243;3;-603.266
243;8;-451.751
243;9;-401.531
243;218;-359.158
243;219;-308.396
243;238;-257.376
243;239;-183.847
243;240;-67.5676
243;243;0
244;3;-694.107
244;8;-542.592
244;9;-492.372
244;218;-449.999
244;219;-399.238
244;238;-348.217
244;239;-274.688
244;240;-158.409
244;241;-153.485
244;242;-120.482
244;244;0
245;245;0
246;245;-86.7447
246;246;0
247;3;-719.22
247;8;-567.705
247;9;-517.485
247;218;-475.112
247;219;-424.351
247;238;-373.331
247;239;-299.801
247;240;-183.522
247;241;-178.598
247;242;-145.595
247;244;-25.1132
247;247;0
248;3;-734.487
248;8;-582.972
248;9;-532.752
248;218;-490.38
248;219;-439.618
248;238;-388.598
248;239;-315.068
248;240;-198.789
248;241;-193.866
248;242;-160.862
248;244;-40.3804
248;247;-15.2672
248;248;0
249;3;-802.981
249;8;-651.465
249;9;-601.246
249;218;-558.873
249;219;-508.111
249;238;-457.091
249;239;-383.562
249;240;-267.282
249;241;-262.359
249;242;-229.355
249;244;-108.874
249;247;-83.7603
249;248;-68.4931
249;249;0
250;250;0
251;251;0
252;251;-10.5374
252;252;0
253;3;-518.303
253;8;-366.788
253;9;-316.569
253;218;-274.196
253;219;-223.434
253;238;-172.414
253;253;0
254;3;-574.04
254;8;-422.524
254;9;-372.305
254;218;-329.932
254;219;-279.17
254;222;-61.9812
254;224;-408.105
254;227;-223.384
254;229;-62.0934
254;231;-78.5364
254;237;-28.5364
254;238;-228.15
254;239;-154.621
254;240;-38.3415
254;241;-33.4178
254;242;-0.414508
254;254;0
255;3;-886.314
255;8;-734.799
255;9;-684.579
255;218;-642.206
255;219;-591.445
255;238;-540.424
255;239;-466.895
255;240;-350.616
255;241;-345.692
255;242;-312.689
255;244;-192.207
255;247;-167.094
255;248;-151.826
255;249;-83.3333
255;255;0
256;3;-801.15
256;8;-649.635
256;9;-599.415
256;218;-557.043
256;219;-506.281
256;238;-455.261
256;239;-381.731
256;240;-265.452
256;241;-260.529
256;242;-227.525
256;244;-107.043
256;247;-81.9302
256;248;-66.663
256;251;-15.708
256;252;-5.17063
256;256;0
257;3;-585.871
257;8;-434.356
257;9;-384.136
257;218;-341.763
257;219;-291.002
257;223;-294.118
257;224;-468.812
257;225;-323.764
257;226;-271.132
257;227;-284.091
257;230;-227.273
257;231;-208.333
257;238;-239.981
257;253;-67.5676
257;257;0
258;258;0
259;3;-971.06
259;8;-819.544
259;9;-769.325
259;218;-726.952
259;219;-676.19
259;238;-625.17
259;239;-551.641
259;240;-435.362
259;241;-430.438
259;242;-397.435
259;244;-276.953
259;247;-251.839
259;248;-236.572
259;249;-168.079
259;255;-84.7458
259;258;-86.2069
259;259;0
260;3;-1039.55
260;8;-888.038
260;9;-837.818
260;218;-795.445
260;219;-744.684
260;238;-693.663
260;239;-620.134
260;240;-503.855
260;241;-498.931
260;242;-465.928
260;244;-345.446
260;247;-320.333
260;248;-305.065
260;249;-236.572
260;250;-5.50661
260;255;-153.239
260;258;-154.7
260;259;-68.4931
260;260;0
261;3;-821.334
261;8;-669.819
261;9;-619.599
261;218;-577.226
261;219;-526.465
261;238;-475.444
261;253;-303.03
261;261;0
262;3;-543.877
262;8;-392.362
262;9;-342.142
262;218;-299.769
262;219;-249.008
262;238;-197.987
262;239;-124.458
262;240;-8.17889
262;241;-3.25521
262;245;-100.614
262;246;-13.8696
262;262;0
263;3;-646.97
263;8;-495.455
263;9;-445.235
263;218;-402.862
263;219;-352.101
263;238;-301.08
263;239;-227.551
263;240;-111.272
263;241;-106.348
263;242;-71.4713
263;245;-203.707
263;246;-116.962
263;262;-103.093
263;263;0
264;3;-919.373
264;8;-767.858
264;9;-717.638
264;218;-675.265
264;219;-624.504
264;238;-573.483
264;253;-401.07
264;261;-98.0392
264;264;0
265;3;-987.866
265;8;-836.351
265;9;-786.131
265;218;-743.758
265;219;-692.997
265;238;-641.976
265;239;-263.783
265;240;-147.504
265;241;-142.58
265;242;-107.703
265;243;-46.0829
265;245;-239.939
265;246;-153.194
265;253;-469.563
265;261;-166.532
265;262;-139.325
265;263;-36.2319
265;264;-68.4931
265;265;0
266;9;-168.805
266;224;-290.782
266;225;-130.161
266;226;-77.5297
266;227;-106.061
266;230;-33.67
266;231;-30.303
266;266;0
267;9;-175.316
267;224;-703.154
267;225;-136.672
267;226;-84.0401
267;227;-518.433
267;229;-357.143
267;230;-40.1804
267;231;-36.8134
267;266;-6.51042
267;267;0
268;3;-305.279
268;8;-153.764
268;9;-103.544
268;218;-61.1716
268;219;-10.4102
268;221;-7.25163
268;268;0
269;3;-941.816
269;8;-790.3
269;9;-740.081
269;218;-697.708
269;219;-646.946
269;222;-62.3713
269;224;-408.495
269;225;-224.696
269;226;-172.065
269;227;-223.774
269;229;-62.4836
269;230;-128.205
269;231;-78.9265
269;237;-28.9265
269;238;-595.926
269;239;-155.011
269;240;-38.7316
269;241;-33.8079
269;242;-0.804645
269;253;-423.512
269;254;-0.390137
269;261;-120.482
269;269;0
270;3;-981.552
270;8;-830.037
270;9;-779.817
270;218;-737.444
270;219;-686.683
270;238;-635.662
270;239;-562.133
270;240;-445.854
270;241;-440.93
270;242;-407.927
270;244;-287.445
270;247;-262.332
270;248;-247.065
270;249;-178.571
270;255;-95.2381
270;270;0
271;271;0
272;271;-45.8716
272;272;0
273;273;0
274;271;-3.79651
274;274;0
275;271;-7.42232
275;273;-83.6339
275;274;-3.62582
275;275;0
276;271;-102.69
276;272;-56.8182
276;276;0
277;271;-2.9129
277;277;0
278;271;-306.771
278;272;-260.9
278;273;-85.9328
278;274;-10.2987
278;275;-2.29885
278;276;-204.082
278;278;0
279;271;-311.685
279;272;-265.814
279;273;-116.607
279;274;-36.599
279;275;-32.9731
279;276;-208.996
279;278;-4.91401
279;279;0
280;271;-361.685
280;272;-315.814
280;273;-166.607
280;274;-86.599
280;275;-82.9732
280;276;-258.996
280;278;-54.914
280;279;-50
280;280;0
281;271;-309.138
281;272;-263.266
281;273;-88.2991
281;274;-12.665
281;275;-4.66516
281;276;-206.448
281;277;-26.0971
281;278;-2.3663
281;281;0
282;271;-4.37318
282;277;-1.46028
282;282;0
283;271;-50.3162
283;277;-47.4033
283;282;-45.943
283;283;0
284;271;-58.2338
284;277;-55.3209
284;282;-53.8606
284;284;0
285;271;-92.0469
285;277;-89.134
285;282;-87.6737
285;285;0
286;286;0
287;286;-38.4615
287;287;0
288;271;-313.31
288;272;-267.439
288;273;-118.232
288;274;-38.2239
288;275;-34.5981
288;276;-210.621
288;278;-6.53896
288;279;-1.62496
288;288;0
289;286;-4.85201
289;289;0
290;271;-67.9804
290;277;-65.0675
290;282;-63.6072
290;284;-9.74659
290;286;-6.93963
290;290;0
291;167;-533.286
291;168;-490.367
291;188;-424.92
291;195;-396.909
291;197;-251.982
291;198;-39.2157
291;271;-410.466
291;272;-364.594
291;273;-215.388
291;274;-135.379
291;275;-131.754
291;276;-307.776
291;277;-75.6049
291;278;-103.694
291;279;-98.7805
291;280;-48.7805
291;282;-74.1446
291;284;-20.284
291;286;-17.477
291;290;-10.5374
291;291;0
292;286;-14.0056
292;289;-2.36742
292;292;0
293;167;-655.237
293;168;-612.318
293;188;-546.872
293;195;-518.86
293;197;-373.933
293;198;-161.167
293;271;-532.417
293;272;-486.545
293;273;-337.339
293;274;-257.331
293;275;-253.705
293;276;-429.727
293;277;-197.556
293;278;-225.646
293;279;-220.732
293;280;-170.732
293;282;-196.096
293;284;-142.235
293;286;-139.428
293;289;-52.3674
293;290;-132.489
293;291;-121.951
293;292;-50
293;293;0
294;271;-322.861
294;272;-276.99
294;273;-127.783
294;274;-47.775
294;275;-44.1492
294;276;-220.172
294;277;-123.207
294;278;-16.0901
294;279;-11.1761
294;282;-121.747
294;284;-67.8861
294;286;-65.0792
294;288;-9.5511
294;289;-1.67757
294;290;-58.1395
294;294;0
295;271;-350.794
295;272;-304.923
295;273;-155.716
295;274;-75.708
295;275;-72.0822
295;276;-248.105
295;277;-151.14
295;278;-44.023
295;279;-39.109
295;282;-149.68
295;284;-95.8191
295;286;-93.0121
295;288;-37.4841
295;289;-29.6105
295;290;-86.0725
295;292;-23.9808
295;294;-27.933
295;295;0
296;167;-603.216
296;168;-560.297
296;188;-494.85
296;195;-466.839
296;197;-321.912
296;198;-109.146
296;271;-480.396
296;272;-434.524
296;273;-285.318
296;274;-205.31
296;275;-201.684
296;276;-377.706
296;277;-145.535
296;278;-173.625
296;279;-168.711
296;280;-118.711
296;282;-144.075
296;284;-90.2141
296;286;-148.352
296;287;-109.89
296;288;-0.382497
296;290;-80.4675
296;291;-69.9301
296;296;0
297;167;-637.345
297;168;-594.427
297;188;-528.98
297;195;-500.969
297;197;-356.041
297;198;-143.275
297;271;-514.526
297;272;-468.654
297;273;-319.447
297;274;-239.439
297;275;-235.813
297;276;-411.836
297;277;-179.665
297;278;-207.754
297;279;-202.84
297;280;-152.84
297;282;-178.204
297;283;-1.11074
297;284;-124.344
297;286;-182.481
297;287;-144.02
297;288;-34.5122
297;290;-114.597
297;291;-104.06
297;296;-34.1297
297;297;0
298;167;-611.115
298;168;-568.196
298;188;-502.749
298;195;-474.738
298;197;-329.811
298;198;-117.045
298;271;-488.295
298;272;-442.423
298;273;-293.217
298;274;-213.208
298;275;-209.583
298;276;-385.605
298;277;-153.434
298;278;-181.523
298;279;-176.609
298;280;-126.609
298;282;-151.974
298;284;-98.113
298;286;-156.251
298;287;-117.789
298;288;-8.28139
298;290;-88.3664
298;291;-77.829
298;296;-7.89889
298;298;0
299;167;-613.477
299;168;-570.558
299;188;-505.112
299;195;-477.101
299;197;-332.173
299;198;-119.407
299;271;-490.657
299;272;-444.786
299;273;-295.579
299;274;-215.571
299;275;-211.945
299;276;-387.967
299;277;-155.796
299;278;-183.886
299;279;-178.972
299;280;-128.972
299;282;-154.336
299;284;-100.475
299;286;-205.128
299;287;-166.667
299;288;-10.6438
299;289;-5.50419
299;290;-90.7288
299;291;-80.1914
299;292;-3.13676
299;296;-10.2613
299;298;-2.36239
299;299;0
300;300;0
301;300;-53.7634
301;301;0
302;167;-754.151
302;168;-711.233
302;188;-645.786
302;195;-617.775
302;197;-472.847
302;198;-260.081
302;271;-631.332
302;272;-585.46
302;273;-436.253
302;274;-356.245
302;275;-352.619
302;276;-528.642
302;277;-296.471
302;278;-324.56
302;279;-319.646
302;280;-269.646
302;282;-295.01
302;283;-117.917
302;284;-241.15
302;286;-299.287
302;287;-260.826
302;288;-151.318
302;290;-231.403
302;291;-220.866
302;296;-150.936
302;297;-116.806
302;302;0
303;303;0
304;300;-26.8097
304;304;0
305;305;0
306;300;-62.9293
306;301;-9.1659
306;304;-5.37345
306;306;0
307;300;-116.239
307;301;-62.4761
307;304;-18.0638
307;306;-12.6904
307;307;0
308;286;-6.02352
308;289;-1.17151
308;308;0
309;300;-356.794
309;301;-303.03
309;304;-67.0834
309;305;-119.048
309;306;-61.71
309;307;-49.0196
309;309;0
310;167;-692.973
310;168;-650.054
310;188;-584.607
310;195;-556.596
310;197;-411.669
310;198;-198.903
310;271;-570.153
310;272;-524.281
310;273;-375.075
310;274;-295.067
310;275;-291.441
310;276;-467.463
310;277;-235.292
310;278;-263.382
310;279;-258.468
310;280;-208.468
310;282;-233.832
310;284;-179.971
310;286;-177.164
310;289;-90.1033
310;290;-170.224
310;291;-159.687
310;292;-87.7358
310;293;-37.7358
310;300;-423.46
310;301;-369.697
310;304;-133.75
310;305;-185.714
310;306;-128.377
310;307;-115.686
310;309;-66.6667
310;310;0
311;167;-812.501
311;168;-769.582
311;188;-704.135
311;195;-676.124
311;197;-531.197
311;198;-318.431
311;271;-689.681
311;272;-643.809
311;273;-494.602
311;274;-414.594
311;275;-410.969
311;276;-586.991
311;277;-354.82
311;278;-382.909
311;279;-377.995
311;280;-327.995
311;282;-353.36
311;283;-176.266
311;284;-299.499
311;286;-357.636
311;287;-319.175
311;288;-209.667
311;289;-1.9455
311;290;-289.752
311;291;-279.215
311;296;-209.285
311;297;-175.155
311;302;-58.3492
311;308;-0.773994
311;311;0
312;167;-822.917
312;168;-779.999
312;188;-714.552
312;195;-686.541
312;197;-541.613
312;198;-328.847
312;271;-700.097
312;272;-654.226
312;273;-505.019
312;274;-425.011
312;275;-421.385
312;276;-597.408
312;277;-365.236
312;278;-393.326
312;279;-388.412
312;280;-338.412
312;282;-363.776
312;283;-186.683
312;284;-309.916
312;286;-368.053
312;287;-329.592
312;288;-220.084
312;289;-12.3622
312;290;-300.169
312;291;-289.632
312;296;-219.702
312;297;-185.572
312;302;-68.7658
312;308;-11.1907
312;311;-10.4167
312;312;0
313;167;-940.181
313;168;-897.263
313;188;-831.816
313;195;-803.805
313;197;-658.877
313;198;-446.111
313;271;-817.361
313;272;-771.49
313;273;-622.283
313;274;-542.275
313;275;-538.649
313;276;-714.672
313;277;-482.5
313;278;-510.59
313;279;-505.676
313;280;-455.676
313;282;-481.04
313;283;-303.946
313;284;-427.179
313;286;-485.317
313;287;-446.856
313;288;-337.348
313;289;-129.626
313;290;-417.433
313;291;-406.895
313;296;-336.965
313;297;-302.836
313;300;-200.874
313;301;-147.11
313;302;-186.03
313;304;-102.698
313;306;-97.3245
313;307;-84.6341
313;308;-128.455
313;311;-127.681
313;312;-117.264
313;313;0
314;167;-1005.54
314;168;-962.622
314;188;-897.175
314;195;-869.164
314;197;-724.237
314;198;-511.471
314;271;-882.721
314;272;-836.849
314;273;-687.643
314;274;-607.634
314;275;-604.009
314;276;-780.031
314;277;-547.86
314;278;-575.949
314;279;-571.035
314;280;-521.035
314;282;-546.4
314;283;-369.306
314;284;-492.539
314;286;-550.677
314;287;-512.215
314;288;-402.707
314;289;-194.986
314;290;-482.792
314;291;-472.255
314;296;-402.325
314;297;-368.195
314;300;-282.906
314;301;-229.143
314;302;-251.389
314;303;-64.1026
314;304;-184.731
314;305;-63.2911
314;306;-179.357
314;307;-166.667
314;308;-193.814
314;311;-193.04
314;312;-182.623
314;313;-65.3595
314;314;0
315;300;-120.482
315;315;0
316;167;-845.834
316;168;-802.915
316;188;-737.469
316;195;-709.457
316;197;-564.53
316;198;-351.764
316;271;-723.014
316;272;-677.143
316;273;-527.936
316;274;-447.928
316;275;-444.302
316;276;-620.324
316;277;-388.153
316;278;-416.243
316;279;-411.329
316;280;-361.329
316;282;-386.693
316;283;-209.599
316;284;-332.832
316;286;-390.97
316;287;-352.508
316;288;-243.001
316;289;-272.638
316;290;-323.086
316;291;-312.548
316;292;-270.27
316;296;-242.618
316;297;-208.488
316;302;-91.6825
316;308;-34.1073
316;311;-33.3333
316;316;0
317;317;0
318;318;0
319;318;-11.7647
319;319;0
320;320;0
321;320;-182.361
321;321;0
322;320;-291.663
322;321;-109.303
322;322;0
323;320;-476.849
323;321;-294.488
323;322;-185.185
323;323;0
324;320;-298.029
324;321;-115.668
324;322;-6.36537
324;324;0
325;318;-10.9529
325;320;-305.177
325;321;-122.816
325;322;-13.5135
325;325;0
326;326;0
327;327;0
328;328;0
329;327;-135.135
329;328;-10.4058
329;329;0
330;330;0
331;327;-143.675
331;328;-18.9455
331;329;-8.53971
331;331;0
332;327;-144.793
332;328;-20.0632
332;329;-9.6574
332;331;-1.11769
332;332;0
333;333;0
334;333;-69.4444
334;334;0
335;333;-101.522
335;334;-32.078
335;335;0
336;333;-70.8171
336;334;-1.37268
336;336;0
337;327;-155.295
337;328;-30.5657
337;329;-20.1599
337;330;-0.479524
337;331;-11.6202
337;332;-10.5025
337;333;-104.925
337;334;-35.4805
337;335;-3.40252
337;336;-13.1092
337;337;0
338;327;-181.202
338;328;-56.4724
338;329;-46.0666
338;330;-26.3863
338;331;-37.5269
338;332;-36.4092
338;333;-130.832
338;334;-61.3872
338;335;-29.3092
338;336;-39.016
338;337;-25.9067
338;338;0
339;327;-404.876
339;328;-280.146
339;329;-269.74
339;330;-250.06
339;331;-261.201
339;332;-260.083
339;333;-354.506
339;334;-285.061
339;335;-252.983
339;336;-262.69
339;337;-249.581
339;338;-223.674
339;339;0
340;318;-64.9351
340;326;-77.5194
340;327;-37.1747
340;340;0
341;318;-196.514
341;326;-209.098
341;327;-168.754
341;340;-131.579
341;341;0
342;318;-287.423
342;326;-300.007
342;327;-259.663
342;340;-222.488
342;341;-90.9091
342;342;0
343;318;-443.673
343;326;-456.257
343;327;-415.913
343;340;-378.738
343;341;-247.159
343;342;-156.25
343;343;0
344;318;-4.76417
344;344;0
345;318;-5.37748
345;327;-155.859
345;328;-31.1301
345;329;-20.7243
345;330;-1.04392
345;331;-12.1846
345;332;-11.0669
345;333;-105.489
345;334;-36.0449
345;335;-3.96692
345;336;-13.6736
345;337;-0.564398
345;344;-0.613309
345;345;0
346;318;-79.4516
346;327;-427.147
346;328;-302.418
346;329;-292.012
346;330;-272.332
346;331;-283.473
346;332;-282.355
346;333;-376.777
346;334;-307.333
346;335;-275.255
346;336;-284.962
346;337;-271.852
346;338;-245.946
346;339;-22.2717
346;344;-74.6874
346;345;-74.0741
346;346;0
347;318;-129.703
347;327;-477.399
347;328;-352.669
347;329;-342.263
347;330;-322.583
347;331;-333.724
347;332;-332.606
347;333;-427.029
347;334;-357.584
347;335;-325.506
347;336;-335.213
347;337;-322.104
347;338;-296.197
347;339;-72.523
347;344;-124.939
347;345;-124.325
347;346;-50.2513
347;347;0
348;318;-483.356
348;326;-495.94
348;327;-455.595
348;333;-36.9004
348;340;-418.421
348;341;-286.842
348;342;-195.933
348;343;-39.6825
348;348;0
349;318;-148.535
349;327;-496.231
349;328;-371.502
349;329;-361.096
349;330;-341.416
349;331;-352.556
349;332;-351.438
349;333;-445.861
349;334;-376.416
349;335;-344.339
349;336;-354.045
349;337;-340.936
349;338;-315.029
349;339;-91.3554
349;344;-143.771
349;345;-143.158
349;346;-69.0837
349;347;-18.8324
349;349;0
350;318;-309.826
350;327;-657.521
350;328;-532.792
350;329;-522.386
350;330;-502.706
350;331;-513.846
350;332;-512.729
350;333;-607.151
350;334;-537.707
350;335;-505.629
350;336;-515.336
350;337;-502.226
350;338;-476.32
350;339;-252.646
350;344;-305.061
350;345;-304.448
350;346;-230.374
350;347;-180.123
350;349;-161.29
350;350;0
351;351;0
352;351;-19.8413
352;352;0
353;318;-733.356
353;326;-745.94
353;327;-705.595
353;333;-286.9
353;340;-668.421
353;341;-536.842
353;342;-445.933
353;343;-289.683
353;348;-250
353;353;0
354;318;-799.581
354;326;-812.165
354;327;-771.82
354;328;-540.038
354;329;-529.633
354;330;-509.952
354;331;-521.093
354;332;-519.975
354;333;-614.398
354;334;-544.953
354;335;-512.875
354;336;-522.582
354;337;-509.473
354;338;-483.566
354;339;-259.892
354;340;-734.646
354;341;-603.067
354;342;-512.158
354;343;-355.908
354;344;-312.308
354;345;-311.694
354;346;-237.62
354;347;-187.369
354;348;-316.225
354;349;-168.537
354;350;-7.24638
354;351;-84.2527
354;352;-64.4115
354;353;-66.2252
354;354;0
355;318;-324.382
355;327;-672.077
355;328;-547.348
355;329;-536.942
355;330;-517.262
355;331;-528.402
355;332;-527.285
355;333;-621.707
355;334;-552.263
355;335;-520.185
355;336;-529.892
355;337;-516.782
355;338;-490.876
355;339;-267.202
355;344;-319.617
355;345;-319.004
355;346;-244.93
355;347;-194.679
355;349;-175.846
355;350;-14.556
355;355;0
356;356;0
357;356;-26.3158
357;357;0
358;318;-309.021
358;326;-321.606
358;327;-281.261
358;340;-244.086
358;341;-112.507
358;342;-21.5983
358;344;-2.35239
358;358;0
359;318;-343.268
359;326;-355.852
359;327;-315.508
359;340;-278.333
359;341;-146.754
359;342;-55.8448
359;344;-36.599
359;356;-42.5232
359;357;-16.2075
359;358;-34.2466
359;359;0
360;360;0
361;318;-386.371
361;320;-1.60797
361;326;-398.956
361;327;-358.611
361;340;-321.436
361;341;-189.857
361;342;-98.9483
361;344;-79.7024
361;356;-85.6267
361;357;-59.3109
361;358;-77.35
361;359;-43.1035
361;360;-50.505
361;361;0
362;360;-25.1889
362;362;0
363;318;-334.152
363;326;-346.736
363;327;-306.392
363;340;-269.217
363;341;-137.638
363;342;-46.729
363;363;0
364;318;-1.93611
364;320;-7.11238
364;360;-33.1129
364;362;-7.92393
364;364;0
365;318;-30.0173
365;320;-35.1936
365;360;-61.1941
365;362;-36.0052
365;364;-28.0812
365;365;0
366;318;-78.3265
366;320;-83.5028
366;360;-109.503
366;362;-84.3143
366;364;-76.3904
366;365;-48.3092
366;366;0
367;356;-2.84819
367;360;-24.3647
367;367;0
368;356;-16.4352
368;360;-37.9516
368;367;-13.587
368;368;0
369;351;-10.9051
369;369;0
370;356;-27.6964
370;360;-49.2129
370;367;-24.8482
370;368;-11.2613
370;370;0
371;356;-17.1527
371;371;0
372;372;0
373;356;-39.0214
373;360;-60.5379
373;367;-36.1732
373;368;-22.5863
373;370;-11.325
373;371;-12.0773
373;372;-30.4878
373;373;0
374;318;-6.15977
374;327;-156.642
374;328;-31.9124
374;329;-21.5065
374;330;-1.82621
374;331;-12.9668
374;332;-11.8491
374;333;-106.272
374;334;-36.8272
374;335;-4.7492
374;336;-14.4559
374;337;-1.34669
374;344;-1.3956
374;345;-0.782289
374;356;-3.63901
374;374;0
375;375;0
376;318;-328.382
376;327;-676.077
376;328;-551.348
376;329;-540.942
376;330;-521.262
376;331;-532.402
376;332;-531.285
376;333;-625.707
376;334;-556.263
376;335;-524.185
376;336;-533.892
376;337;-520.782
376;338;-494.876
376;339;-271.202
376;344;-323.617
376;345;-323.004
376;346;-248.93
376;347;-198.679
376;349;-179.846
376;350;-18.556
376;355;-4
376;356;-60.2962
376;374;-56.6572
376;376;0
377;318;-828.594
377;326;-841.178
377;327;-800.833
377;333;-382.138
377;340;-763.659
377;341;-632.08
377;342;-541.171
377;343;-384.921
377;348;-345.238
377;353;-95.2381
377;377;0
378;318;-349.043
378;327;-696.738
378;328;-572.009
378;329;-561.603
378;330;-541.923
378;331;-553.064
378;332;-551.946
378;333;-646.368
378;334;-576.924
378;335;-544.846
378;336;-554.553
378;337;-541.443
378;338;-515.537
378;339;-291.863
378;344;-344.279
378;345;-343.665
378;346;-269.591
378;347;-219.34
378;349;-200.507
378;350;-39.2172
378;355;-24.6612
378;356;-80.9574
378;374;-77.3184
378;376;-20.6612
378;378;0
379;318;-893.953
379;326;-906.537
379;327;-866.193
379;333;-447.498
379;340;-829.018
379;341;-697.439
379;342;-606.53
379;343;-450.28
379;348;-410.598
379;353;-160.598
379;375;-81.9672
379;377;-65.3595
379;379;0
380;318;-978.699
380;326;-991.283
380;327;-950.939
380;333;-532.244
380;340;-913.764
380;341;-782.185
380;342;-691.276
380;343;-535.026
380;348;-495.343
380;353;-245.343
380;375;-166.713
380;377;-150.105
380;379;-84.7458
380;380;0
381;318;-363.088
381;327;-710.783
381;328;-586.054
381;329;-575.648
381;330;-555.968
381;331;-567.109
381;332;-565.991
381;333;-660.413
381;334;-590.969
381;335;-558.891
381;336;-568.598
381;337;-555.488
381;338;-529.582
381;339;-305.908
381;344;-358.323
381;345;-357.71
381;346;-283.636
381;347;-233.385
381;349;-214.552
381;350;-53.2621
381;355;-38.7061
381;356;-95.0023
381;374;-91.3633
381;376;-34.7061
381;378;-14.0449
381;381;0
382;318;-807.345
382;326;-819.929
382;327;-779.584
382;328;-629.344
382;329;-618.938
382;330;-599.258
382;331;-610.399
382;332;-609.281
382;333;-703.703
382;334;-634.259
382;335;-602.181
382;336;-611.888
382;337;-598.778
382;338;-572.872
382;339;-349.198
382;340;-742.41
382;341;-610.831
382;342;-519.922
382;343;-363.672
382;344;-401.614
382;345;-401
382;346;-326.926
382;347;-276.675
382;348;-323.989
382;349;-257.842
382;350;-96.5522
382;351;-92.0167
382;352;-72.1755
382;353;-73.9891
382;354;-7.76398
382;355;-81.9961
382;356;-138.292
382;374;-134.653
382;376;-77.9961
382;378;-57.335
382;381;-43.29
382;382;0
383;351;-15.0602
383;383;0
384;318;-822.405
384;326;-834.989
384;327;-794.645
384;328;-644.404
384;329;-633.999
384;330;-614.318
384;331;-625.459
384;332;-624.341
384;333;-718.764
384;334;-649.319
384;335;-617.241
384;336;-626.948
384;337;-613.839
384;338;-587.932
384;339;-364.258
384;340;-757.47
384;341;-625.891
384;342;-534.982
384;343;-378.732
384;344;-416.674
384;345;-416.06
384;346;-341.986
384;347;-291.735
384;348;-339.049
384;349;-272.903
384;350;-111.612
384;351;-107.077
384;352;-87.2357
384;353;-89.0494
384;354;-22.8242
384;355;-97.0564
384;356;-153.353
384;374;-149.714
384;376;-93.0564
384;378;-72.3952
384;381;-58.3503
384;382;-15.0602
384;383;-9.56023
384;384;0
385;318;-850.106
385;326;-862.69
385;327;-822.345
385;328;-672.105
385;329;-661.699
385;330;-642.019
385;331;-653.16
385;332;-652.042
385;333;-746.464
385;334;-677.02
385;335;-644.942
385;336;-654.649
385;337;-641.54
385;338;-615.633
385;339;-391.959
385;340;-785.171
385;341;-653.592
385;342;-562.683
385;343;-406.433
385;344;-444.375
385;345;-443.761
385;346;-369.687
385;347;-319.436
385;348;-366.75
385;349;-300.604
385;350;-139.313
385;351;-134.778
385;352;-114.937
385;353;-116.75
385;354;-50.525
385;355;-124.757
385;356;-181.053
385;374;-177.414
385;376;-120.757
385;378;-100.096
